;bill/BillType;bill/BillingEntity;bill/BillingPeriodEndDate;bill/BillingPeriodStartDate;bill/InvoiceId;bill/PayerAccountId;identity/LineItemId;identity/TimeInterval;lineItem/AvailabilityZone;lineItem/BlendedCost;lineItem/BlendedRate;lineItem/CurrencyCode;lineItem/LineItemDescription;lineItem/LineItemType;lineItem/NormalizationFactor;lineItem/NormalizedUsageAmount;lineItem/Operation;lineItem/ProductCode;lineItem/TaxType;lineItem/UnblendedCost;lineItem/UnblendedRate;lineItem/UsageAccountId;lineItem/UsageAmount;lineItem/UsageEndDate;lineItem/UsageStartDate;lineItem/UsageType;pricing/publicOnDemandCost;pricing/publicOnDemandRate;pricing/term;pricing/unit;product/ProductName;product/alarmType;product/availability;product/clockSpeed;product/currentGeneration;product/databaseEngine;product/dedicatedEbsThroughput;product/deploymentOption;product/description;product/durability;product/ecu;product/endpointType;product/engineCode;product/enhancedNetworkingSupported;product/feeCode;product/feeDescription;product/freeTier;product/fromLocation;product/fromLocationType;product/group;product/groupDescription;product/instanceFamily;product/instanceType;product/instanceTypeFamily;product/licenseModel;product/location;product/locationType;product/mailboxStorage;product/maxIopsBurstPerformance;product/maxIopsvolume;product/maxThroughputvolume;product/maxVolumeSize;product/memory;product/minVolumeSize;product/networkPerformance;product/normalizationSizeFactor;product/operatingSystem;product/operation;product/physicalProcessor;product/preInstalledSw;product/processorArchitecture;product/processorFeatures;product/productFamily;product/region;product/requestDescription;product/requestType;product/servicecode;product/servicename;product/sku;product/storage;product/storageClass;product/storageMedia;product/tenancy;product/toLocation;product/toLocationType;product/transferType;product/usagetype;product/vcpu;product/version;product/volumeType;reservation/NormalizedUnitsPerReservation;reservation/TotalReservedNormalizedUnits;reservation/TotalReservedUnits;reservation/UnitsPerReservation;resourceTags/aws:createdBy;resourceTags/user:Name;resourceTags/user:area;resourceTags/user:db;resourceTags/user:dtap;resourceTags/user:purpose
3193;Anniversary;AWS;2017-10-01T00:00:00Z;2017-09-01T00:00:00Z;;509579572466;2qx23sbnysbqyyr7rf6f2sq3kau4j44r3xcrzc3ccrtfliyanbya;2017-09-15T00:00:00Z/2017-09-16T00:00:00Z;eu-west-1b;0.312;0.013;USD;$0.013 per On Demand Linux t2.micro Instance Hour;Usage;;;RunInstances;AmazonEC2;;0.312;0.013;509579572466;24.0;2017-09-16T00:00:00Z;2017-09-15T00:00:00Z;EU-BoxUsage:t2.micro;0.312;0.013;OnDemand;Hrs;Amazon Elastic Compute Cloud;;;Up to 3.3 GHz;Yes;;;;;;Variable;;;;;;;;;;;General purpose;t2.micro;t2;No License required;EU (Ireland);AWS Region;;;;;;1 GiB;;Low to Moderate;0.5;Linux;RunInstances;Intel Xeon Family;;32-bit or 64-bit;"Intel AVX; Intel Turbo";Compute Instance;eu-west-1;;;AmazonEC2;Amazon Elastic Compute Cloud;STTHYT3WDDQU8UBR;EBS only;;;Shared;;;;EU-BoxUsage:t2.micro;1.0;;;;;;;IAMUser:AIDAJZQCLC7LFL3S74XQY:Enrique;;za;n/a;prod;connects
3194;Anniversary;AWS;2017-10-01T00:00:00Z;2017-09-01T00:00:00Z;;509579572466;okshqlpoxufnc7vgwpp4zs5e2ulldlvule2bceu2nm2d3oku3e2a;2017-09-16T00:00:00Z/2017-09-17T00:00:00Z;eu-west-1b;0.312;0.013;USD;$0.013 per On Demand Linux t2.micro Instance Hour;Usage;;;RunInstances;AmazonEC2;;0.312;0.013;509579572466;24.0;2017-09-17T00:00:00Z;2017-09-16T00:00:00Z;EU-BoxUsage:t2.micro;0.312;0.013;OnDemand;Hrs;Amazon Elastic Compute Cloud;;;Up to 3.3 GHz;Yes;;;;;;Variable;;;;;;;;;;;General purpose;t2.micro;t2;No License required;EU (Ireland);AWS Region;;;;;;1 GiB;;Low to Moderate;0.5;Linux;RunInstances;Intel Xeon Family;;32-bit or 64-bit;"Intel AVX; Intel Turbo";Compute Instance;eu-west-1;;;AmazonEC2;Amazon Elastic Compute Cloud;STTHYT3WDDQU8UBR;EBS only;;;Shared;;;;EU-BoxUsage:t2.micro;1.0;;;;;;;IAMUser:AIDAJZQCLC7LFL3S74XQY:Enrique;;;n/a;;vpn tunnel
3195;Anniversary;AWS;2017-10-01T00:00:00Z;2017-09-01T00:00:00Z;;509579572466;lplirk5tcfuikypd2ay2k4u4llhjlr4kiuzrvuv7ge4czlybbjka;2017-09-15T00:00:00Z/2017-09-16T00:00:00Z;;0.0016678005;0.026;USD;$0.026 per GB - first 50 TB / month of storage used;Usage;;;StandardStorage;AmazonS3;;0.0016678005;0.026;509579572466;0.0641461736;2017-09-15T11:00:00Z;2017-09-15T10:00:00Z;USW1-TimedStorage-ByteHrs;0.0016678005;0.026;OnDemand;GB-Mo;Amazon Simple Storage Service;;99.99%;;;;;;;99.999999999%;;;;;;;;;;;;;;;;US West (N. California);AWS Region;;;;;;;;;;;;;;;;Storage;us-west-1;;;AmazonS3;;TZP3WS2ZP5WNPJT2;;General Purpose;;;;;;USW1-TimedStorage-ByteHrs;;;Standard;;;;;IAMUser:AIDAJZQCLC7LFL3S74XQY:Enrique;;;;;
3196;Anniversary;AWS;2017-10-01T00:00:00Z;2017-09-01T00:00:00Z;;509579572466;uac4zz2emuvtutfrk5fvlsaejymrfdtq2r6hwwogpy3pe4zd6dpa;2017-09-18T00:00:00Z/2017-09-19T00:00:00Z;;1.33521e-05;0.01;USD;$0.010 per GB - regional data transfer - in/out/between EC2 AZs or using elastic IPs or ELB;Usage;;;PublicIP-In;AmazonEC2;;1.33521e-05;0.01;509579572466;0.0013352148;2017-09-18T01:00:00Z;2017-09-18T00:00:00Z;EU-DataTransfer-Regional-Bytes;1.33521e-05;0.01;OnDemand;GB;Amazon Elastic Compute Cloud;;;;;;;;;;;;;;;;;EU (Ireland);AWS Region;;;;;;;;;;;;;;;;;;;;;;;;Data Transfer;eu-west-1;;;AWSDataTransfer;;F8E5RBBTWDY6X6HP;;;;;EU (Ireland);AWS Region;IntraRegion;EU-DataTransfer-Regional-Bytes;;;;;;;;IAMUser:AIDAJZQCLC7LFL3S74XQY:Enrique;;za;n/a;prod;connects
3197;Anniversary;AWS;2017-10-01T00:00:00Z;2017-09-01T00:00:00Z;;509579572466;hq5lmamns4gippghilazji2z45w7ngb2tovckzocromekohn6wqq;2017-09-13T00:00:00Z/2017-09-14T00:00:00Z;;2.7e-08;0.02;USD;$0.02 per GB - EU (Ireland) data transfer to US West (Northern California);Usage;;;RunInstances;AmazonEC2;;2.7e-08;0.02;509579572466;1.3495e-06;2017-09-13T08:00:00Z;2017-09-13T07:00:00Z;EU-USW1-AWS-Out-Bytes;2.7e-08;0.02;OnDemand;GB;Amazon Elastic Compute Cloud;;;;;;;;;;;;;;;;;EU (Ireland);AWS Region;;;;;;;;;;;;;;;;;;;;;;;;Data Transfer;eu-west-1;;;AWSDataTransfer;;HPJVQND9UC2KB6EP;;;;;US West (N. California);AWS Region;InterRegion Outbound;EU-USW1-AWS-Out-Bytes;;;;;;;;IAMUser:AIDAJK4F3H4DHN3M5LWTW:marius.potgieter;;za;;prod;connect
3198;Anniversary;AWS;2017-10-01T00:00:00Z;2017-09-01T00:00:00Z;;509579572466;bldaackqkzjm22qgngrpzk7bhzfqyy4pjpxogz5nfvznpgycnzca;2017-09-11T00:00:00Z/2017-09-12T00:00:00Z;eu-west-1;15.36;0.64;USD;$0.64 per RDS db.r3.xlarge instance hour (or partial hour) running Amazon Aurora;Usage;;;CreateDBInstance:0016;AmazonRDS;;15.36;0.64;509579572466;24.0;2017-09-12T00:00:00Z;2017-09-11T00:00:00Z;EU-InstanceUsage:db.r3.xlarge;15.36;0.64;OnDemand;Hrs;Amazon Relational Database Service;;;2.5 GHz;Yes;Aurora MySQL;;Single-AZ;;;;;16.0;Yes;;;;;;;;Memory optimized;db.r3.xlarge;;No license required;EU (Ireland);AWS Region;;;;;;30.5 GiB;;Moderate;8.0;;CreateDBInstance:0016;Intel Xeon E5-2670 v2 (Ivy Bridge);;64-bit;"Intel AVX; Intel Turbo";Database Instance;eu-west-1;;;AmazonRDS;Amazon RDS Service;W968RCWGFEFA5VR5;1 x 80 SSD;;;;;;;EU-InstanceUsage:db.r3.xlarge;4.0;;;;;;;;;za;;prod;connect
3199;Anniversary;AWS;2017-10-01T00:00:00Z;2017-09-01T00:00:00Z;;509579572466;dlehltgu3u2qpazgcdavnyonhmi2vbowuju6pnpw3um7xgnvpj5a;2017-09-01T00:00:00Z/2017-09-02T00:00:00Z;;6.74007e-05;0.02;USD;$0.02 per GB - EU (Ireland) data transfer to Asia Pacific (Sydney);Usage;;;PublicIP-Out;AmazonEC2;;6.74007e-05;0.02;509579572466;0.0033700561;2017-09-02T00:00:00Z;2017-09-01T00:00:00Z;EU-APS2-AWS-Out-Bytes;6.74011e-05;0.02;OnDemand;GB;Amazon Elastic Compute Cloud;;;;;;;;;;;;;;;;;EU (Ireland);AWS Region;;;;;;;;;;;;;;;;;;;;;;;;Data Transfer;eu-west-1;;;AWSDataTransfer;;WFJRB9TTNEXMA2UB;;;;;Asia Pacific (Sydney);AWS Region;InterRegion Outbound;EU-APS2-AWS-Out-Bytes;;;;;;;;IAMUser:AIDAJZQCLC7LFL3S74XQY:Enrique;;;;;
3200;Anniversary;AWS;2017-10-01T00:00:00Z;2017-09-01T00:00:00Z;;509579572466;6ubmsgbdu6ajtyfw2tv2ntkrv6z5lqgdbml27gbzrsq7bbv3vtza;2017-09-18T00:00:00Z/2017-09-19T00:00:00Z;;6.73883e-05;0.02;USD;$0.02 per GB - EU (Ireland) data transfer to Asia Pacific (Tokyo);Usage;;;PublicIP-Out;AmazonEC2;;6.73883e-05;0.02;509579572466;0.0033694511;2017-09-19T00:00:00Z;2017-09-18T00:00:00Z;EU-APN1-AWS-Out-Bytes;6.7389e-05;0.02;OnDemand;GB;Amazon Elastic Compute Cloud;;;;;;;;;;;;;;;;;EU (Ireland);AWS Region;;;;;;;;;;;;;;;;;;;;;;;;Data Transfer;eu-west-1;;;AWSDataTransfer;;XNKCM8BJ7Q7G8G4N;;;;;Asia Pacific (Tokyo);AWS Region;InterRegion Outbound;EU-APN1-AWS-Out-Bytes;;;;;;;;IAMUser:AIDAJZQCLC7LFL3S74XQY:Enrique;;;;;
3201;Anniversary;AWS;2017-10-01T00:00:00Z;2017-09-01T00:00:00Z;;509579572466;eyrf4xoaimogujsqv4uwuufkmqqimhug64bjdth3hn7yeslzpw4q;2017-09-04T00:00:00Z/2017-09-05T00:00:00Z;;0.024582;7.5e-07;USD;$0.0075 per 10,000 HTTP Requests;Usage;;;GET;AmazonCloudFront;;0.024582;7.5e-07;509579572466;32776.0;2017-09-05T00:00:00Z;2017-09-04T00:00:00Z;US-Requests-Tier1;0.024582;7.5e-07;OnDemand;Requests;Amazon CloudFront;;;;;;;;;;;;;;;;;;;;;;;;;United States;AWS Edge Location;;;;;;;;;;;GET;;;;;Request;us-east-1;HTTP GET and HEAD requests;CloudFront-Request-Tier1;AmazonCloudFront;;5QJB78GUMD9XJTA4;;;;;;;;US-Requests-Tier1;;;;;;;;;;;;;
3202;Anniversary;AWS;2017-10-01T00:00:00Z;2017-09-01T00:00:00Z;;509579572466;lwmwfln32h7tgrck7n44dxxovtncfvdvaj3vxvhmmdesxg3lqm4q;2017-09-16T00:00:00Z/2017-09-17T00:00:00Z;;0.0;0.0;USD;$0.00 per GB - EU (Ireland) data transfer from US East (Northern Virginia);Usage;;;PublicIP-In;AmazonEC2;;0.0;0.0;509579572466;8.0913e-06;2017-09-16T14:00:00Z;2017-09-16T08:00:00Z;EU-USE1-AWS-In-Bytes;0.0;0.0;OnDemand;GB;Amazon Elastic Compute Cloud;;;;;;;;;;;;;;;;;EU (Ireland);AWS Region;;;;;;;;;;;;;;;;;;;;;;;;Data Transfer;eu-west-1;;;AWSDataTransfer;;H4TBXNHHCPZMWURK;;;;;US East (N. Virginia);AWS Region;InterRegion Inbound;EU-USE1-AWS-In-Bytes;;;;;;;;IAMUser:AIDAJM47Q7CUPS7UZGMRG:paolo.brizzolari;;za;;prod;connect
3203;Anniversary;AWS;2017-10-01T00:00:00Z;2017-09-01T00:00:00Z;;509579572466;crk4foojdn3bohjwciijbq5zohsdzgfjq5xoqssqovkzkbgs6rgq;2017-09-17T00:00:00Z/2017-09-18T00:00:00Z;;4.6116e-06;0.09;USD;$0.090 per GB - first 10 TB / month data transfer out beyond the global free tier;Usage;;;ListBucket;AmazonS3;;4.6116e-06;0.09;509579572466;5.12385e-05;2017-09-17T21:00:00Z;2017-09-17T00:00:00Z;EU-DataTransfer-Out-Bytes;0.0;0.0;OnDemand;GB;Amazon Simple Storage Service;;;;;;;;;;;;;;;;;EU (Ireland);AWS Region;;;;;;;;;;;;;;;;;;;;;;;;Data Transfer;eu-west-1;;;AWSDataTransfer;;FSEU4E6BRE95JTX8;;;;;External;Other;AWS Outbound;EU-DataTransfer-Out-Bytes;;;;;;;;;;;;;
3204;Anniversary;AWS;2017-10-01T00:00:00Z;2017-09-01T00:00:00Z;;509579572466;emd2ooxqixp5tks6rba4cxiptpp4d3lb6ss54my6gnp3zstbhega;2017-09-15T00:00:00Z/2017-09-16T00:00:00Z;;0.0;0.0;USD;$0.000 per GB - data transfer in per month;Usage;;;RunInstances;AmazonEC2;;0.0;0.0;509579572466;0.0010694192;2017-09-16T00:00:00Z;2017-09-15T00:00:00Z;EU-DataTransfer-In-Bytes;0.0;0.0;OnDemand;GB;Amazon Elastic Compute Cloud;;;;;;;;;;;;;;;;;External;Other;;;;;;;;;;;;;;;;;;;;;;;;Data Transfer;eu-west-1;;;AWSDataTransfer;;8TVXXVK53DBQVQD4;;;;;EU (Ireland);AWS Region;AWS Inbound;EU-DataTransfer-In-Bytes;;;;;;;;IAMUser:AIDAJZQCLC7LFL3S74XQY:Enrique;;es;;dev;system
3205;Anniversary;AWS;2017-10-01T00:00:00Z;2017-09-01T00:00:00Z;;509579572466;p7uq6eflpmqfbq6sh62omq4lvxgcx6ehzmde3x4s63fx5awrtivq;2017-09-14T00:00:00Z/2017-09-15T00:00:00Z;;5e-06;5e-06;USD;$0.005 per 1,000 PUT, COPY, POST, or LIST requests;Usage;;;CopyObject;AmazonS3;;5e-06;5e-06;509579572466;1.0;2017-09-14T21:00:00Z;2017-09-14T20:00:00Z;Requests-Tier1;5e-06;5e-06;OnDemand;Requests;Amazon Simple Storage Service;;;;;;;;;;;;;;;;;;;S3-API-Tier1;PUT/COPY/POST or LIST requests;;;;;US East (N. Virginia);AWS Region;;;;;;;;;;;;;;;;API Request;us-east-1;;;AmazonS3;;E9YHNFENF4XQBZR6;;;;;;;;Requests-Tier1;;;;;;;;;;;;;
3206;Anniversary;AWS;2017-10-01T00:00:00Z;2017-09-01T00:00:00Z;;509579572466;kvsebryrl5fpncfdyathnvqw55pt6ltfskn3ifoatvimppgaklmq;2017-09-08T00:00:00Z/2017-09-09T00:00:00Z;;4.88e-08;0.02;USD;$0.02 per GB - EU (Ireland) data transfer to US West (Northern California);Usage;;;PublicIP-Out;AmazonEC2;;4.88e-08;0.02;509579572466;2.441e-06;2017-09-08T03:00:00Z;2017-09-08T02:00:00Z;EU-USW1-AWS-Out-Bytes;4.88e-08;0.02;OnDemand;GB;Amazon Elastic Compute Cloud;;;;;;;;;;;;;;;;;EU (Ireland);AWS Region;;;;;;;;;;;;;;;;;;;;;;;;Data Transfer;eu-west-1;;;AWSDataTransfer;;HPJVQND9UC2KB6EP;;;;;US West (N. California);AWS Region;InterRegion Outbound;EU-USW1-AWS-Out-Bytes;;;;;;;;IAMUser:AIDAJZQCLC7LFL3S74XQY:Enrique;;es;n/a;dev;prod
3207;Anniversary;AWS;2017-10-01T00:00:00Z;2017-09-01T00:00:00Z;;509579572466;hvj2egy4nietyzmobtz5vvlm4a46efspt5qqsbcvznzmpyhvhwua;2017-09-18T00:00:00Z/2017-09-19T00:00:00Z;;0.0;0.0;USD;$0.000 per GB - data transfer in per month;Usage;;;RunInstances;AmazonEC2;;0.0;0.0;509579572466;0.0383549799;2017-09-19T00:00:00Z;2017-09-18T00:00:00Z;EU-DataTransfer-In-Bytes;0.0;0.0;OnDemand;GB;Amazon Elastic Compute Cloud;;;;;;;;;;;;;;;;;External;Other;;;;;;;;;;;;;;;;;;;;;;;;Data Transfer;eu-west-1;;;AWSDataTransfer;;8TVXXVK53DBQVQD4;;;;;EU (Ireland);AWS Region;AWS Inbound;EU-DataTransfer-In-Bytes;;;;;;;;IAMUser:AIDAIJTE2HGCSNK6XUV5Q:ralvarez;;es;;prod;products
3208;Anniversary;AWS;2017-10-01T00:00:00Z;2017-09-01T00:00:00Z;;509579572466;3mmnqknetyy556y4jozohsj2sjjon72okdmnj4c44o675nwpk7la;2017-09-16T00:00:00Z/2017-09-17T00:00:00Z;;0.0;0.0;USD;$0.00 per GB - EU (Ireland) data transfer from US West (Northern California);Usage;;;PublicIP-In;AmazonEC2;;0.0;0.0;509579572466;7.45206e-05;2017-09-16T21:00:00Z;2017-09-16T05:00:00Z;EU-USW1-AWS-In-Bytes;0.0;0.0;OnDemand;GB;Amazon Elastic Compute Cloud;;;;;;;;;;;;;;;;;EU (Ireland);AWS Region;;;;;;;;;;;;;;;;;;;;;;;;Data Transfer;eu-west-1;;;AWSDataTransfer;;PN6NV7HY5AGRADSX;;;;;US West (N. California);AWS Region;InterRegion Inbound;EU-USW1-AWS-In-Bytes;;;;;;;;;;es;;prod;web
3209;Anniversary;AWS;2017-10-01T00:00:00Z;2017-09-01T00:00:00Z;;509579572466;gaxfij7vzzy7bdbfsksormkfwytmjafwi7pqdkt3fbw7okpeudda;2017-09-17T00:00:00Z/2017-09-18T00:00:00Z;;0.0021168469;0.09;USD;$0.090 per GB - first 10 TB / month data transfer out beyond the global free tier;Usage;;;LoadBalancing;AmazonEC2;;0.0021168469;0.09;509579572466;0.0235205199;2017-09-18T00:00:00Z;2017-09-17T00:00:00Z;EU-DataTransfer-Out-Bytes;0.0;0.0;OnDemand;GB;Amazon Elastic Compute Cloud;;;;;;;;;;;;;;;;;EU (Ireland);AWS Region;;;;;;;;;;;;;;;;;;;;;;;;Data Transfer;eu-west-1;;;AWSDataTransfer;;FSEU4E6BRE95JTX8;;;;;External;Other;AWS Outbound;EU-DataTransfer-Out-Bytes;;;;;;;;;;za;;prod;connect
3210;Anniversary;AWS;2017-10-01T00:00:00Z;2017-09-01T00:00:00Z;;509579572466;syl6wlm4uxuxlw6wr7wuupcqlarux2z2ljdpj2fi64nktp3hwlua;2017-09-12T00:00:00Z/2017-09-13T00:00:00Z;;5e-06;5e-06;USD;$0.005 per 1,000 PUT, COPY, POST, or LIST requests;Usage;;;WriteLogProps;AmazonS3;;5e-06;5e-06;509579572466;1.0;2017-09-12T10:00:00Z;2017-09-12T09:00:00Z;Requests-Tier1;5e-06;5e-06;OnDemand;Requests;Amazon Simple Storage Service;;;;;;;;;;;;;;;;;;;S3-API-Tier1;PUT/COPY/POST or LIST requests;;;;;US East (N. Virginia);AWS Region;;;;;;;;;;;;;;;;API Request;us-east-1;;;AmazonS3;;E9YHNFENF4XQBZR6;;;;;;;;Requests-Tier1;;;;;;;;IAMUser:AIDAJ5LTAAAC4XVE37HVG:juancaballero;;;;;
3211;Anniversary;AWS;2017-10-01T00:00:00Z;2017-09-01T00:00:00Z;;509579572466;sztgptemskhb4nltceo6xu33mcymp4drqwcsezjpfmcimjusn7kq;2017-09-16T00:00:00Z/2017-09-17T00:00:00Z;;1.587e-07;0.01;USD;$0.010 per GB - regional data transfer - in/out/between EC2 AZs or using elastic IPs or ELB;Usage;;;PublicIP-Out;AmazonEC2;;1.587e-07;0.01;509579572466;1.5866e-05;2017-09-16T14:00:00Z;2017-09-16T13:00:00Z;EU-DataTransfer-Regional-Bytes;1.587e-07;0.01;OnDemand;GB;Amazon Elastic Compute Cloud;;;;;;;;;;;;;;;;;EU (Ireland);AWS Region;;;;;;;;;;;;;;;;;;;;;;;;Data Transfer;eu-west-1;;;AWSDataTransfer;;F8E5RBBTWDY6X6HP;;;;;EU (Ireland);AWS Region;IntraRegion;EU-DataTransfer-Regional-Bytes;;;;;;;;IAMUser:AIDAIJTE2HGCSNK6XUV5Q:ralvarez;;es;n/a;dev;products
3212;Anniversary;AWS;2017-10-01T00:00:00Z;2017-09-01T00:00:00Z;;509579572466;runa5aopj2p2sf5icd34jtm2zvlfipy5bpsdz2avzjqsm2dfhcpq;2017-09-18T00:00:00Z/2017-09-19T00:00:00Z;;6.75419e-05;0.01;USD;$0.010 per GB - regional data transfer - in/out/between EC2 AZs or using elastic IPs or ELB;Usage;;;InterZone-Out;AmazonEC2;;6.75419e-05;0.01;509579572466;0.0067541831;2017-09-18T22:00:00Z;2017-09-18T06:00:00Z;EU-DataTransfer-Regional-Bytes;6.75418e-05;0.01;OnDemand;GB;Amazon Elastic Compute Cloud;;;;;;;;;;;;;;;;;EU (Ireland);AWS Region;;;;;;;;;;;;;;;;;;;;;;;;Data Transfer;eu-west-1;;;AWSDataTransfer;;F8E5RBBTWDY6X6HP;;;;;EU (Ireland);AWS Region;IntraRegion;EU-DataTransfer-Regional-Bytes;;;;;;;;IAMUser:AIDAIJTE2HGCSNK6XUV5Q:ralvarez;;es;n/a;dev;products
3213;Anniversary;AWS;2017-10-01T00:00:00Z;2017-09-01T00:00:00Z;;509579572466;wbxpa57rfndh4mxdk2wtm2x6dxt22iuqdkv3yzy7czfihaayquwa;2017-09-07T00:00:00Z/2017-09-08T00:00:00Z;;1.27743e-05;0.01;USD;$0.010 per GB - regional data transfer - in/out/between EC2 AZs or using elastic IPs or ELB;Usage;;;PublicIP-Out;AmazonEC2;;1.27743e-05;0.01;509579572466;0.001277431;2017-09-08T00:00:00Z;2017-09-07T00:00:00Z;EU-DataTransfer-Regional-Bytes;1.27743e-05;0.01;OnDemand;GB;Amazon Elastic Compute Cloud;;;;;;;;;;;;;;;;;EU (Ireland);AWS Region;;;;;;;;;;;;;;;;;;;;;;;;Data Transfer;eu-west-1;;;AWSDataTransfer;;F8E5RBBTWDY6X6HP;;;;;EU (Ireland);AWS Region;IntraRegion;EU-DataTransfer-Regional-Bytes;;;;;;;;;;es;;prod;web
3214;Anniversary;AWS;2017-10-01T00:00:00Z;2017-09-01T00:00:00Z;;509579572466;vc3arpl4pimytd43galwwiejaqilkeicyrzybno3tdjf5p64ucna;2017-09-17T00:00:00Z/2017-09-18T00:00:00Z;;0.0060299959;0.01;USD;$0.010 per GB - regional data transfer - in/out/between EC2 AZs or using elastic IPs or ELB;Usage;;;InterZone-Out;AmazonEC2;;0.0060299959;0.01;509579572466;0.6029996139;2017-09-18T00:00:00Z;2017-09-17T00:00:00Z;EU-DataTransfer-Regional-Bytes;0.0060299961;0.01;OnDemand;GB;Amazon Elastic Compute Cloud;;;;;;;;;;;;;;;;;EU (Ireland);AWS Region;;;;;;;;;;;;;;;;;;;;;;;;Data Transfer;eu-west-1;;;AWSDataTransfer;;F8E5RBBTWDY6X6HP;;;;;EU (Ireland);AWS Region;IntraRegion;EU-DataTransfer-Regional-Bytes;;;;;;;;IAMUser:AIDAJM47Q7CUPS7UZGMRG:paolo.brizzolari;;za;;prod;connect
3215;Anniversary;AWS;2017-10-01T00:00:00Z;2017-09-01T00:00:00Z;;509579572466;5nff6kpokzvqgv4si25oishvxyishlftwmayzu7fp267szprukyq;2017-09-10T00:00:00Z/2017-09-11T00:00:00Z;;1.52598e-05;0.023;USD;$0.023 per GB - first 50 TB / month of storage used;Usage;;;StandardStorage;AmazonS3;;1.52598e-05;0.023;509579572466;0.0006634677;2017-09-10T09:00:00Z;2017-09-10T08:00:00Z;EU-TimedStorage-ByteHrs;1.52598e-05;0.023;OnDemand;GB-Mo;Amazon Simple Storage Service;;99.99%;;;;;;;99.999999999%;;;;;;;;;;;;;;;;EU (Ireland);AWS Region;;;;;;;;;;;;;;;;Storage;eu-west-1;;;AmazonS3;;4AJHPB29ZPVFADXP;;General Purpose;;;;;;EU-TimedStorage-ByteHrs;;;Standard;;;;;IAMUser:AIDAJK4F3H4DHN3M5LWTW:marius.potgieter;;;;;
3216;Anniversary;AWS;2017-10-01T00:00:00Z;2017-09-01T00:00:00Z;;509579572466;nyamwlh5npu3atjhvd25eajgllz7uzvneph5a53lprovisehta6q;2017-09-04T00:00:00Z/2017-09-05T00:00:00Z;eu-west-1a;1.2;0.05;USD;$0.05 per On Demand Linux t2.medium Instance Hour;Usage;;;RunInstances;AmazonEC2;;1.2;0.05;509579572466;24.0;2017-09-05T00:00:00Z;2017-09-04T00:00:00Z;EU-BoxUsage:t2.medium;1.2;0.05;OnDemand;Hrs;Amazon Elastic Compute Cloud;;;Up to 3.3 GHz;Yes;;;;;;Variable;;;;;;;;;;;General purpose;t2.medium;t2;No License required;EU (Ireland);AWS Region;;;;;;4 GiB;;Low to Moderate;2.0;Linux;RunInstances;Intel Xeon Family;;32-bit or 64-bit;"Intel AVX; Intel Turbo";Compute Instance;eu-west-1;;;AmazonEC2;Amazon Elastic Compute Cloud;HF7N6NNE7N8GDMBE;EBS only;;;Shared;;;;EU-BoxUsage:t2.medium;2.0;;;;;;;IAMUser:AIDAJK4F3H4DHN3M5LWTW:marius.potgieter;;za;;prod;connect
3217;Anniversary;AWS;2017-10-01T00:00:00Z;2017-09-01T00:00:00Z;;509579572466;pc52z37qm24sxecmkgmfi4vrdsniov4ypcp3t5mstlu54rtls4fq;2017-09-15T00:00:00Z/2017-09-16T00:00:00Z;;0.0;0.0;USD;$0.00 per GB - EU (Ireland) data transfer from US West (Oregon);Usage;;;PublicIP-In;AmazonEC2;;0.0;0.0;509579572466;0.0026660915;2017-09-16T00:00:00Z;2017-09-15T00:00:00Z;EU-USW2-AWS-In-Bytes;0.0;0.0;OnDemand;GB;Amazon Elastic Compute Cloud;;;;;;;;;;;;;;;;;EU (Ireland);AWS Region;;;;;;;;;;;;;;;;;;;;;;;;Data Transfer;eu-west-1;;;AWSDataTransfer;;HZ8BD4S82AMV8FX6;;;;;US West (Oregon);AWS Region;InterRegion Inbound;EU-USW2-AWS-In-Bytes;;;;;;;;IAMUser:AIDAJZQCLC7LFL3S74XQY:Enrique;;;;;
3218;Anniversary;AWS;2017-10-01T00:00:00Z;2017-09-01T00:00:00Z;;509579572466;3iqc3kbkgx73y5z7pse3ksr7jzquhv5npj7kf6plemh7vfjsuxea;2017-09-09T00:00:00Z/2017-09-10T00:00:00Z;;0.0;0.0;USD;$0.00 per GB - EU (Ireland) data transfer from US West (Oregon);Usage;;;PublicIP-In;AmazonEC2;;0.0;0.0;509579572466;1.08332e-05;2017-09-09T07:00:00Z;2017-09-09T03:00:00Z;EU-USW2-AWS-In-Bytes;0.0;0.0;OnDemand;GB;Amazon Elastic Compute Cloud;;;;;;;;;;;;;;;;;EU (Ireland);AWS Region;;;;;;;;;;;;;;;;;;;;;;;;Data Transfer;eu-west-1;;;AWSDataTransfer;;HZ8BD4S82AMV8FX6;;;;;US West (Oregon);AWS Region;InterRegion Inbound;EU-USW2-AWS-In-Bytes;;;;;;;;IAMUser:AIDAJM47Q7CUPS7UZGMRG:paolo.brizzolari;;za;;prod;connect
